ID,RowID,LTARSite.Code,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALT.Keywords,subsite,Repo.Name,Model.Name,NALT.Subject,ISO.Topic,Common.Experiment,trl
ABS-UF0072,,ABS-UF,Forage,net energy for maintenance,"wetlands, embedded wetlands in pastures, variable stocking rate",Mcal/lb,Yearly,1 year,2006,2006,,2007,2007,,,,excel files,,,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",NEM,"Vegetation, Grazing, Biomass",,,,"Natural Resources, Earth and Environmental Sciences",biota,,yearly
ABS-UF0073,,ABS-UF,Forage,non fibrous carbohydrates,"wetlands, embedded wetlands in pastures, variable stocking rate",%,Yearly,1 year,2006,2006,,2007,2007,,,,excel files,,,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",nfc,"Vegetation, Grazing, Biomass",,,,"Natural Resources, Earth and Environmental Sciences",biota,,yearly
ABS-UF0074,,ABS-UF,Forage,P,"wetlands, embedded wetlands in pastures, variable stocking rate",%,Yearly,1 year,2006,2006,,2007,2007,,,,excel files,,,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",P,"Vegetation, Grazing, Biomass",,,,"Natural Resources, Earth and Environmental Sciences",biota,,yearly
ABS-UF0075,,ABS-UF,Forage,total digestible nutrients,"wetlands, embedded wetlands in pastures, variable stocking rate, tdn",%,Yearly,1 year,2006,2006,,2007,2007,,,,excel files,,,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",tdn,"Vegetation, Grazing, Biomass",,,,"Natural Resources, Earth and Environmental Sciences",biota,,yearly
ABS-UF0076,,ABS-UF,Forage,Zn,"wetlands, embedded wetlands in pastures, variable stocking rate",ppm,Yearly,1 year,2006,2006,,2007,2007,,,,excel files,,,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Zn,"Vegetation, Grazing, Biomass",,,,"Natural Resources, Earth and Environmental Sciences",biota,,yearly
ABS-UF0077,,ABS-UF,Geospatial,shapefiles,"general site shapefiles, habitat, ditches, roads, fences, monitoring equipment, burns, supplementation","30 m2, pixel, block",Event,,1992,1992,,Present,now,,,Sclater,.shp files,GIS Library,,2,subsites,Open,Geospatial Data,Geospatial,,Geospatial Data,,,,"Research, Technology and Engineering",planningCadastre,,event
ABS-UF0078,,ABS-UF,Geospatial,cattle movements,"cattle tracking, GPS collars",lat long,5 min,5 minute,2017,2017,,Present,now,,,,"excel files, Postgres server",,,16,pastures,Closed,Geospatial Data,Geospatial,,,,,,,,,5 min
ABS-UF0079,,ABS-UF,GHG,CH4 flux,,"g/m2/day, mg/m2/day",Every other month,2 month,2016,2016,,Present,now,,,,excel files,,,16,pastures,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Methane, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",,,,"Natural Resources, Earth and Environmental Sciences",biota,,every other month
ABS-UF0080,,ABS-UF,GHG,CO2 flux,,"g/m2/day, mg/m2/day",Every other month,2 month,2016,2016,,Present,now,,,,excel files,,,16,pastures,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Carbon dioxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",,,,"Natural Resources, Earth and Environmental Sciences",biota,,every other month
ABS-UF0081,,ABS-UF,GHG,N2O flux,,"mg/m2/min, mg/m2/day",Monthly,1 month,2016,2016,,Present,now,,,,excel files,,,16,pastures,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Nitrous oxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",,,,"Natural Resources, Earth and Environmental Sciences",biota,,monthly
ABS-UF0082,,ABS-UF,GHG,CH4 flux,RCREC,"g/m2/day, mg/m2/day",Every other week,2 week,2019,2019,,Present,now,,,,excel files,,,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Methane, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",,,,"Natural Resources, Earth and Environmental Sciences",biota,,every other week
ABS-UF0083,,ABS-UF,GHG,CO2 flux,RCREC,"g/m2/day, mg/m2/day",Every other week,2 week,2019,2019,,Present,now,,,,excel files,,,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Carbon dioxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",,,,"Natural Resources, Earth and Environmental Sciences",biota,,every other week
ABS-UF0084,,ABS-UF,GHG,N2O flux,RCREC,"mg/m2/min, mg/m2/day",Every other week,2 week,2019,2019,,Present,now,,,,excel files,,,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Nitrous oxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",,,,"Natural Resources, Earth and Environmental Sciences",biota,,every other week
ABS-UF0085,,ABS-UF,GHG,CH4 flux,RCREC,"g/m2/day, mg/m2/day",Weekly,1 week,2017,2017,,2018,2018,,,,excel files,,,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Methane, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",,,,"Natural Resources, Earth and Environmental Sciences",biota,,weekly
ABS-UF0086,,ABS-UF,GHG,CO2 flux,RCREC,"g/m2/day, mg/m2/day",Weekly,1 week,2017,2017,,2018,2018,,,,excel files,,,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Carbon dioxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",,,,"Natural Resources, Earth and Environmental Sciences",biota,,weekly
ABS-UF0087,,ABS-UF,GHG,N2O flux,RCREC,"mg/m2/min, mg/m2/day",Weekly,1 week,2017,2017,,2018,2018,,,,excel files,,,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Nitrous oxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",,,,"Natural Resources, Earth and Environmental Sciences",biota,,weekly
ABS-UF0088,,ABS-UF,Habitat,habitat list,,categorical,Once,0,2000,2000,,2000,2000,,,,.doc file,,,1,subsite,Open,Biodiversity,new ecology,habitat list (ecosite),Biodiversity,,,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,once
ABS-UF0089,,ABS-UF,Hydrology,flow temperature,"off site, NEPES, FRESP, variable #sites each year",F,15 min,15 minute,2007,2007,,Present,now,,,,".dat files, excel files",,,variable,culvert with weir,Open,Hydrology,STEWARDS,,Hydrology,,,,"Natural Resources, Earth and Environmental Sciences",inlandWaters,,15 min
ABS-UF0090,,ABS-UF,Hydrology,rainfall,"off site, NEPES, FRESP, variable #sites each year",inches,15 min,15 minute,2007,2007,,Present,now,,,,".dat files, excel files",,,variable,culvert with weir,Open,Hydrology,STEWARDS,,Hydrology,,,,"Natural Resources, Earth and Environmental Sciences",inlandWaters,,15 min
ABS-UF0091,,ABS-UF,Hydrology,groundwater elevation,"groundwater wells, FRESP, NEPES, variable #wells each year",ft,15 min/hourly,,2000,2000,,Present,now,,,,access db,,,variable,groundwater wells,Open,Hydrology,STEWARDS,,Hydrology,,,,"Natural Resources, Earth and Environmental Sciences",inlandWaters,,15 min/hourly
ABS-UF0092,,ABS-UF,Hydrology,groundwater pressure,"groundwater wells, FRESP, NEPES, head, variable #wells each year",PSI,15 min/hourly,,2000,2000,,Present,now,,,,access db,,,variable,groundwater wells,Open,Hydrology,STEWARDS,,Hydrology,,,,"Natural Resources, Earth and Environmental Sciences",inlandWaters,,15 min/hourly
ABS-UF0093,,ABS-UF,Hydrology,groundwater temperature,"groundwater wells, FRESP, NEPES, variable #wells each year",C,15 min/hourly,,2000,2000,,Present,now,,,,access db,,,variable,groundwater wells,Open,Hydrology,STEWARDS,,Hydrology,,,,"Natural Resources, Earth and Environmental Sciences",inlandWaters,,15 min/hourly
ABS-UF0094,,ABS-UF,Hydrology,flow rate,"nutrient load, off site, NEPES, FRESP, variable #sites each year",ft3/s,15 min/20 min,,1999,1999,,Present,now,,,,".dat files, excel files",,,variable,culvert with weir,Open,Hydrology,STEWARDS,,Hydrology,,,,"Natural Resources, Earth and Environmental Sciences",inlandWaters,,15 min/20 min
ABS-UF0095,,ABS-UF,Hydrology,water pumped,pumping,gallons,monthly,1 month,1998,1998,,Present,now,,,,excel files,,,variable,pumps,Open,Hydrology,STEWARDS,,"Hydrology, Land Management",,,,"Natural Resources, Earth and Environmental Sciences",inlandWaters,,monthly
ABS-UF0096,,ABS-UF,Hydrology,depth,"ponds, wetlands, water depth, staff guage depth, secondary dataset",cm,Irregular,,09/20/2000,2000-09-20,,04/18/2003,2003-04-18,,,,excel files,,,variable,water bodies,Open,Hydrology,STEWARDS,,Hydrology,,,,"Natural Resources, Earth and Environmental Sciences",inlandWaters,,irregular
ABS-UF0097,,ABS-UF,Land Management,fuel use,,"gallons, usd",monthly,1 month,1998,1998,,Present,now,,,,excel files,,,6,fuel tanks,Open,Land Management,"MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing",unresolved,Land Management,,,,Farms and Farming Systems,environment,,monthly
ABS-UF0098,,ABS-UF,Land Management,mechanical treatments,"aerate, chop, disc, ditch clean, dragging, mow, roll, seeding",acres,Irregular,,1995,1995,,Present,now,,,,access db,sql server,,80,pastures,Open,Land Management,"MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing",Amendment added,Land Management,,,,Farms and Farming Systems,environment,,irregular
ABS-UF0099,,ABS-UF,Land Management,chemical applications,"fertilizer, herbicide, lime, spray",acres,Irregular,,1993,1993,,Present,now,,,,access db,sql server,,80,pastures,Open,Land Management,"MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing",Amendment added,Land Management,,,,Farms and Farming Systems,environment,,irregular
ABS-UF0100,,ABS-UF,Land Management,burn,"burn records, full burn, patch burn, burn time, mixing height, coverage, burn type","acres, min, ft, %, categorical",Irregular,,1992,1992,,Present,now,,,,access db,sql server,,80,pastures,Open,Land Management,"MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing","Burn frequency, operation",Land Management,,,,Farms and Farming Systems,environment,,irregular
ABS-UF0101,,ABS-UF,Meterology,Air temperature,"min, max",F,15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Temperature, air, daily,maximum",Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0102,,ABS-UF,Meterology,Barometric pressure,,"mm Hg, kPa",15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation",Pressure,Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0103,,ABS-UF,Meterology,PAR,"photosynthetically active radiation, up, down",umol/m2/s,15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation",Photosynthetically active radiation,Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0104,,ABS-UF,Meterology,Precipitation,,inches,15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0105,,ABS-UF,Meterology,Relative humidity,,%,15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Relative humidity, air, daily, mean",Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0106,,ABS-UF,Meterology,Soil moisture,,%,15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0107,,ABS-UF,Meterology,Soil temperature,"min, max",F,15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Temperature, soil, daily, mean",Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0108,,ABS-UF,Meterology,Solar radiation,,W/m2,15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","radiation, net, timestep, mean",Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0109,,ABS-UF,Meterology,Wind direction,,degrees,15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Wind direction air, daily, mean",Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0110,,ABS-UF,Meterology,Wind speed,,m/s,15 min,15 minute,1997,1997,,Present,now,,,,".dat files, access db",,,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Wind speed, air, daily, mean",Meteorology,,NAL Met Data Dashboard,,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,,15 min
ABS-UF0111,,ABS-UF,Plant,litter,"biomass, fire plot",Mg/ha,Twice yearly,0 month,2002,2002,,2006,2006,,,,excel files,,,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, surface litter, plant tissue, mean or single measurement",Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,twice yearly
ABS-UF0112,,ABS-UF,Plant,biomass_dead,"biomass, fire plot, aboveground, dead",Mg/ha,Twice yearly,0 month,2002,2002,,2006,2006,,,,excel files,,,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground dead, plant tissue, mean or single measurement",Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,twice yearly
ABS-UF0113,,ABS-UF,Plant,biomass,"biomass, fire plot, aboveground, alive",Mg/ha,Twice yearly,0 month,2002,2002,,2006,2006,,,,excel files,,,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground live, plant tissue, mean or single measurement",Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,twice yearly
ABS-UF0114,,ABS-UF,Plant,litter,"biomass, fire plot",Mg/ha,Once,0,2011,2011,,2011,2011,,,,excel files,,,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, surface litter, plant tissue, mean or single measurement",Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,once
ABS-UF0115,,ABS-UF,Plant,biomass,"biomass, fire plot, aboveground, dead",Mg/ha,Once,0,2011,2011,,2011,2011,,,,excel files,,,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground dead, plant tissue, mean or single measurement",Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,once
ABS-UF0116,,ABS-UF,Plant,biomass,"biomass, fire plot, aboveground, alive",Mg/ha,Once,0,2011,2011,,2011,2011,,,,excel files,,,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground live, plant tissue, mean or single measurement",Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,once
ABS-UF0117,,ABS-UF,Plant,height,"biomass, fire plot",cm,Twice yearly,0 month,2003,2003,,2003,2003,,,,excel files,,,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Plant Height,Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,twice yearly
ABS-UF0118,,ABS-UF,Plant,DNA sequences,wetlands,?,Once,0,2000,2000,,2001,2001,,,,excel files,,,16,pastures,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",unresolved,Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,once
ABS-UF0119,,ABS-UF,Plant,biomass,wetlands,Mg/ha,Once,0,2000,2000,,2001,2001,,,,excel files,,,16,pastures,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground live, plant tissue, mean or single measurement",Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,once
ABS-UF0120,,ABS-UF,Plant,vegetation gap development,RCREC,m2,Once in 2 years,0,2017,2017,,Present,now,,,,excel files,,,16,pastures,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",unresolved,"Vegetation, Ecology",,,,"Natural Resources, Earth and Environmental Sciences",biota,,once in 2 years
ABS-UF0121,,ABS-UF,Plant,litter decomposition,"decomposition rate, pastures, RCREC",g/day,Monthly,1 month,05/23/2019,2019-05-23,,01/02/2020,2020-01-02,,,,excel files,,,16,pastures,Open,Vegetation,,,"Vegetation, Ecology",,,,,,,monthly
ABS-UF0122,,ABS-UF,Plant,litter composition,"biomass classification, litter decomposition study, pastures, RCREC",categorical,Monthly,1 month,05/23/2019,2019-05-23,,01/02/2020,2020-01-02,,,,excel files,,,16,pastures,Open,Vegetation,,,"Vegetation, Ecology",,,,,,,monthly
ABS-UF0123,,ABS-UF,Plant,dung cover,pastures,%,Yearly,1 year,2016,2016,,Present,now,,,,"excel files, access db",,,16,pastures,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",unresolved,"Vegetation, Ecology",,,,"Natural Resources, Earth and Environmental Sciences",biota,,yearly
ABS-UF0124,,ABS-UF,Plant,height,"pastures, rangelands, vegetation around eddy towers",cm,monthly,1 month,2016,2016,,Present,now,,,,excel files,,,4,pastures,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Plant Height,Vegetation,,,,"Natural Resources, Earth and Environmental Sciences",biota,,monthly
ABS-UF0125,,ABS-UF,Plant,lichen cover,pastures,%,Yearly,1 year,2016,2016,,Present,now,,,,"excel files, access db",,,16,pastures,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",unresolved,"Vegetation, Ecology",,,,"Natural Resources, Earth and Environmental Sciences",biota,,yearly
ABS-UF0126,,ABS-UF,Plant,litter cover,pastures,%,Twice yearly,0 month,2016,2016,,Present,now,,,,"excel files, access db",,,16,pastures,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",unresolved,"Vegetation, Ecology",,,,"Natural Resources, Earth and Environmental Sciences",biota,,twice yearly
ABS-UF0127,,ABS-UF,Plant,rock cover,pastures,%,Yearly,1 year,2016,2016,,Present,now,,,,"excel files, access db",,,16,pastures,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",unresolved,"Vegetation, Ecology",,,,"Natural Resources, Earth and Environmental Sciences",biota,,yearly
ABS-UF0128,,ABS-UF,Plant,bare ground cover,pastures,%,Twice yearly,0 month,2016,2016,,Present,now,,,,"excel files, access db",,,16,pastures,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",unresolved,"Vegetation, Ecology",,,,"Natural Resources, Earth and Environmental Sciences",biota,,twice yearly
