Sort,ID,RowID,LTARSiteCode,Category,DataSetVariableName,AttributeDescription,Units,TemporalResolution,TemporalResolutionStandard,StartDate,StartDateStandard,StartDateAgCROS,EndDate,EndDateStandard,EndDateAgCros,DateDif_yrs,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,PublicAccess,Network.Category,AgCROS.Table,AgCROS.VarName,NALTKeywords,subsite,RepoName,ModelName,NALTSubject,ISOTopic,CommonExperiment,trl,AgCROS.VarNameC
62,ABS-UF0062,NA,ABS-UF,Forage,in vitro digestibility,"wetlands, embedded wetlands in pastures, variable stocking rate, in vitro digestibility of forage",%,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",ivtd [48h],"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,
63,ABS-UF0063,NA,ABS-UF,Forage,K,"wetlands, embedded wetlands in pastures, variable stocking rate",%,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",K,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,potassium
64,ABS-UF0064,NA,ABS-UF,Forage,Mb,"wetlands, embedded wetlands in pastures, variable stocking rate",ppm,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Mb,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,
65,ABS-UF0065,NA,ABS-UF,Forage,Mg,"wetlands, embedded wetlands in pastures, variable stocking rate",%,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Mg,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,magnesium
66,ABS-UF0066,NA,ABS-UF,Forage,Mn,"wetlands, embedded wetlands in pastures, variable stocking rate",ppm,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Mn,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,mangenese
67,ABS-UF0067,NA,ABS-UF,Forage,moisture,"wetlands, embedded wetlands in pastures, variable stocking rate, secondary dataset",%,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Moisture in plant fraction, plant tissue","Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,
68,ABS-UF0068,NA,ABS-UF,Forage,Na,"wetlands, embedded wetlands in pastures, variable stocking rate",%,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Na,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,sodium
69,ABS-UF0069,NA,ABS-UF,Forage,neutral detergent fiber digestibility,"wetlands, embedded wetlands in pastures, variable stocking rate, ndfd",%,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",ndfd [48h],"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,
70,ABS-UF0070,NA,ABS-UF,Forage,net energy for tissue gain,"wetlands, embedded wetlands in pastures, variable stocking rate",Mcal/lb,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",NEG,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,
71,ABS-UF0071,NA,ABS-UF,Forage,net energy for lactation,"wetlands, embedded wetlands in pastures, variable stocking rate",Mcal/lb,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",NEL,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,
72,ABS-UF0072,NA,ABS-UF,Forage,net energy for maintenance,"wetlands, embedded wetlands in pastures, variable stocking rate",Mcal/lb,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",NEM,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,
73,ABS-UF0073,NA,ABS-UF,Forage,non fibrous carbohydrates,"wetlands, embedded wetlands in pastures, variable stocking rate",%,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",nfc,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,
74,ABS-UF0074,NA,ABS-UF,Forage,P,"wetlands, embedded wetlands in pastures, variable stocking rate",%,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",P,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,phosphorus
75,ABS-UF0075,NA,ABS-UF,Forage,total digestible nutrients,"wetlands, embedded wetlands in pastures, variable stocking rate, tdn",%,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",tdn,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,
76,ABS-UF0076,NA,ABS-UF,Forage,Zn,"wetlands, embedded wetlands in pastures, variable stocking rate",ppm,Yearly,1 year,2006,2006,NA,2007,2007,NA,NA,NA,excel files,NA,NA,40,wetlands,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction",Zn,"Vegetation, Grazing, Biomass",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,yearly,zinc
77,ABS-UF0077,NA,ABS-UF,Geospatial,shapefiles,"general site shapefiles, habitat, ditches, roads, fences, monitoring equipment, burns, supplementation","30 m2, pixel, block",Event,NA,1992,1992,NA,Present,now,NA,NA,Sclater,.shp files,GIS Library,NA,2,subsites,Open,Geospatial Data,Geospatial,unresolved,Geospatial Data,NA,NA,NA,"Research, Technology and Engineering",planningCadastre,NA,event,
78,ABS-UF0078,NA,ABS-UF,Geospatial,cattle movements,"cattle tracking, GPS collars",lat long,5 min,5 minute,2017,2017,NA,Present,now,NA,NA,NA,"excel files, Postgres server",NA,NA,16,pastures,Closed,Geospatial Data,Geospatial,unresolved,NA,NA,NA,NA,NA,NA,NA,5 min,behavioral observation
79,ABS-UF0079,NA,ABS-UF,GHG,CH4 flux,NA,"g/m2/day, mg/m2/day",Every other month,2 month,2016,2016,NA,Present,now,NA,NA,NA,excel files,NA,NA,16,pastures,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Methane, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,every other month,methane
80,ABS-UF0080,NA,ABS-UF,GHG,CO2 flux,NA,"g/m2/day, mg/m2/day",Every other month,2 month,2016,2016,NA,Present,now,NA,NA,NA,excel files,NA,NA,16,pastures,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Carbon dioxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,every other month,
81,ABS-UF0081,NA,ABS-UF,GHG,N2O flux,NA,"mg/m2/min, mg/m2/day",Monthly,1 month,2016,2016,NA,Present,now,NA,NA,NA,excel files,NA,NA,16,pastures,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Nitrous oxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,monthly,
82,ABS-UF0082,NA,ABS-UF,GHG,CH4 flux,RCREC,"g/m2/day, mg/m2/day",Every other week,2 week,2019,2019,NA,Present,now,NA,NA,NA,excel files,NA,NA,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Methane, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,every other week,methane
83,ABS-UF0083,NA,ABS-UF,GHG,CO2 flux,RCREC,"g/m2/day, mg/m2/day",Every other week,2 week,2019,2019,NA,Present,now,NA,NA,NA,excel files,NA,NA,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Carbon dioxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,every other week,
84,ABS-UF0084,NA,ABS-UF,GHG,N2O flux,RCREC,"mg/m2/min, mg/m2/day",Every other week,2 week,2019,2019,NA,Present,now,NA,NA,NA,excel files,NA,NA,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Nitrous oxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,every other week,
85,ABS-UF0085,NA,ABS-UF,GHG,CH4 flux,RCREC,"g/m2/day, mg/m2/day",Weekly,1 week,2017,2017,NA,2018,2018,NA,NA,NA,excel files,NA,NA,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Methane, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,weekly,methane
86,ABS-UF0086,NA,ABS-UF,GHG,CO2 flux,RCREC,"g/m2/day, mg/m2/day",Weekly,1 week,2017,2017,NA,2018,2018,NA,NA,NA,excel files,NA,NA,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Carbon dioxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,weekly,
87,ABS-UF0087,NA,ABS-UF,GHG,N2O flux,RCREC,"mg/m2/min, mg/m2/day",Weekly,1 week,2017,2017,NA,2018,2018,NA,NA,NA,excel files,NA,NA,4,rangeland blocks,Open,Greenhouse Gas Emissions,MeasGHGFlux,"Nitrous oxide, air, daily, mean or single measurement","Soil, Vegetation, Soil Respiration, Greenhouse Gas Emissions",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,weekly,
88,ABS-UF0088,NA,ABS-UF,Habitat,habitat list,NA,categorical,Once,0,2000,2000,NA,2000,2000,NA,NA,NA,.doc file,NA,NA,1,subsite,Open,Biodiversity,new ecology,habitat list (ecosite),Biodiversity,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,once,
89,ABS-UF0089,NA,ABS-UF,Hydrology,flow temperature,"off site, NEPES, FRESP, variable #sites each year",F,15 min,15 minute,2007,2007,NA,Present,now,NA,NA,NA,".dat files, excel files",NA,NA,variable,culvert with weir,Open,Hydrology,STEWARDS,"Temperature, water, degrees Celsius",Hydrology,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",inlandWaters,NA,15 min,
90,ABS-UF0090,NA,ABS-UF,Hydrology,rainfall,"off site, NEPES, FRESP, variable #sites each year",inches,15 min,15 minute,2007,2007,NA,Present,now,NA,NA,NA,".dat files, excel files",NA,NA,variable,culvert with weir,Open,Hydrology,STEWARDS,"Precipitation, total, no media, daily, sum, millimeters",Hydrology,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",inlandWaters,NA,15 min,
91,ABS-UF0091,NA,ABS-UF,Hydrology,groundwater elevation,"groundwater wells, FRESP, NEPES, variable #wells each year",ft,15 min/hourly,NA,2000,2000,NA,Present,now,NA,NA,NA,access db,NA,NA,variable,groundwater wells,Open,Hydrology,STEWARDS,"Depth, water, meters",Hydrology,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",inlandWaters,NA,15 min/hourly,
92,ABS-UF0092,NA,ABS-UF,Hydrology,groundwater pressure,"groundwater wells, FRESP, NEPES, head, variable #wells each year",PSI,15 min/hourly,NA,2000,2000,NA,Present,now,NA,NA,NA,access db,NA,NA,variable,groundwater wells,Open,Hydrology,STEWARDS,"Total suspended solids, water, milligrams per liter",Hydrology,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",inlandWaters,NA,15 min/hourly,
93,ABS-UF0093,NA,ABS-UF,Hydrology,groundwater temperature,"groundwater wells, FRESP, NEPES, variable #wells each year",C,15 min/hourly,NA,2000,2000,NA,Present,now,NA,NA,NA,access db,NA,NA,variable,groundwater wells,Open,Hydrology,STEWARDS,"Temperature, water, degrees Celsius",Hydrology,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",inlandWaters,NA,15 min/hourly,
94,ABS-UF0094,NA,ABS-UF,Hydrology,flow rate,"nutrient load, off site, NEPES, FRESP, variable #sites each year",ft3/s,15 min/20 min,NA,1999,1999,NA,Present,now,NA,NA,NA,".dat files, excel files",NA,NA,variable,culvert with weir,Open,Hydrology,STEWARDS,"Surface runoff, volumetric depth, water, millimeters",Hydrology,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",inlandWaters,NA,15 min/20 min,
95,ABS-UF0095,NA,ABS-UF,Hydrology,water pumped,pumping,gallons,monthly,1 month,1998,1998,NA,Present,now,NA,NA,NA,excel files,NA,NA,variable,pumps,Open,Hydrology,STEWARDS,unresolved,"Hydrology, Land Management",NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",inlandWaters,NA,monthly,
96,ABS-UF0096,NA,ABS-UF,Hydrology,depth,"ponds, wetlands, water depth, staff guage depth, secondary dataset",cm,Irregular,NA,9/20/2000,9/20/2000,NA,4/18/2003,4/18/2003,NA,NA,NA,excel files,NA,NA,variable,water bodies,Open,Hydrology,STEWARDS,"Depth, water, meters",Hydrology,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",inlandWaters,NA,irregular,
97,ABS-UF0097,NA,ABS-UF,Land Management,fuel use,NA,"gallons, usd",monthly,1 month,1998,1998,NA,Present,now,NA,NA,NA,excel files,NA,NA,6,fuel tanks,Open,Land Management,"MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing",unresolved,Land Management,NA,NA,NA,Farms and Farming Systems,environment,NA,monthly,
98,ABS-UF0098,NA,ABS-UF,Land Management,mechanical treatments,"aerate, chop, disc, ditch clean, dragging, mow, roll, seeding",acres,Irregular,NA,1995,1995,NA,Present,now,NA,NA,NA,access db,sql server,NA,80,pastures,Open,Land Management,"MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing",Amendment added,Land Management,NA,NA,NA,Farms and Farming Systems,environment,NA,irregular,
99,ABS-UF0099,NA,ABS-UF,Land Management,chemical applications,"fertilizer, herbicide, lime, spray",acres,Irregular,NA,1993,1993,NA,Present,now,NA,NA,NA,access db,sql server,NA,80,pastures,Open,Land Management,"MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing",Amendment added,Land Management,NA,NA,NA,Farms and Farming Systems,environment,NA,irregular,
100,ABS-UF0100,NA,ABS-UF,Land Management,burn,"burn records, full burn, patch burn, burn time, mixing height, coverage, burn type","acres, min, ft, %, categorical",Irregular,NA,1992,1992,NA,Present,now,NA,NA,NA,access db,sql server,NA,80,pastures,Open,Land Management,"MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing","Burn frequency, operation",Land Management,NA,NA,NA,Farms and Farming Systems,environment,NA,irregular,
101,ABS-UF0101,NA,ABS-UF,Meterology,Air temperature,"min, max",F,15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Temperature, air, daily,maximum",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,temperature
102,ABS-UF0102,NA,ABS-UF,Meterology,Barometric pressure,NA,"mm Hg, kPa",15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation",Pressure,Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,
103,ABS-UF0103,NA,ABS-UF,Meterology,PAR,"photosynthetically active radiation, up, down",umol/m2/s,15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation",Photosynthetically active radiation,Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,
104,ABS-UF0104,NA,ABS-UF,Meterology,Precipitation,NA,inches,15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Precipitation, total, no media, daily",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,precipitation
105,ABS-UF0105,NA,ABS-UF,Meterology,Relative humidity,NA,%,15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Relative humidity, air, daily, mean",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,relativeHumidity
106,ABS-UF0106,NA,ABS-UF,Meterology,Soil moisture,NA,%,15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture,Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,volumetricWaterContent
107,ABS-UF0107,NA,ABS-UF,Meterology,Soil temperature,"min, max",F,15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Temperature, soil, daily, mean",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,temperature
108,ABS-UF0108,NA,ABS-UF,Meterology,Solar radiation,NA,W/m2,15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","radiation, net, timestep, mean",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,
109,ABS-UF0109,NA,ABS-UF,Meterology,Wind direction,NA,degrees,15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Wind direction air, daily, mean",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,windDirection
110,ABS-UF0110,NA,ABS-UF,Meterology,Wind speed,NA,m/s,15 min,15 minute,1997,1997,NA,Present,now,NA,NA,NA,".dat files, access db",NA,NA,4,weather stations,Open,Meteorology,"WeatherDaily, WeatherStation","Wind speed, air, daily, mean",Meteorology,NA,NAL Met Data Dashboard,NA,"Natural Resources, Earth and Environmental Sciences",climatologyMeteorologyAtmosphere,NA,15 min,windSpeed
111,ABS-UF0111,NA,ABS-UF,Plant,litter,"biomass, fire plot",Mg/ha,Twice yearly,0 month,2002,2002,NA,2006,2006,NA,NA,NA,excel files,NA,NA,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, surface litter, plant tissue, mean or single measurement",Vegetation,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,twice yearly,
112,ABS-UF0112,NA,ABS-UF,Plant,biomass_dead,"biomass, fire plot, aboveground, dead",Mg/ha,Twice yearly,0 month,2002,2002,NA,2006,2006,NA,NA,NA,excel files,NA,NA,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground dead, plant tissue, mean or single measurement",Vegetation,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,twice yearly,biomass
113,ABS-UF0113,NA,ABS-UF,Plant,biomass,"biomass, fire plot, aboveground, alive",Mg/ha,Twice yearly,0 month,2002,2002,NA,2006,2006,NA,NA,NA,excel files,NA,NA,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground live, plant tissue, mean or single measurement",Vegetation,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,twice yearly,biomass
114,ABS-UF0114,NA,ABS-UF,Plant,litter,"biomass, fire plot",Mg/ha,Once,0,2011,2011,NA,2011,2011,NA,NA,NA,excel files,NA,NA,12,plots,Open,Vegetation,"MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, surface litter, plant tissue, mean or single measurement",Vegetation,NA,NA,NA,"Natural Resources, Earth and Environmental Sciences",biota,NA,once,
